name,author,instruments,domain,file_urls,files
"Traditioner af Swenska Folk-Dansar, 1st part, nr 19",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.19/traditioner_af_swenska_folk_dansar.1.19.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.19/traditioner_af_swenska_folk_dansar.1.19.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_19.mid', 'checksum': '9d06eeaee6da6df36a49937b6d62b9bd', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 27",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.27/traditioner_af_swenska_folk_dansar.1.27.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.27/traditioner_af_swenska_folk_dansar.1.27.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_27.mid', 'checksum': '9c85a33e010310cebfe56811c68f4087', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 22",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.22/traditioner_af_swenska_folk_dansar.1.22.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.22/traditioner_af_swenska_folk_dansar.1.22.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_22.mid', 'checksum': '7ed44ce43f73e6082ada029783c719df', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 29",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.29/traditioner_af_swenska_folk_dansar.1.29.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.29/traditioner_af_swenska_folk_dansar.1.29.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_29.mid', 'checksum': '36cea91c9054cf8036f01f49d5b2cde8', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 23",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.23/traditioner_af_swenska_folk_dansar.1.23.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.23/traditioner_af_swenska_folk_dansar.1.23.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_23.mid', 'checksum': 'b190748af1c39a97b382173ea419687e', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 16",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.16/traditioner_af_swenska_folk_dansar.1.16.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.16/traditioner_af_swenska_folk_dansar.1.16.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_16.mid', 'checksum': '75dee747f6ef6105de6db79f8a513afa', 'status': 'downloaded'}]"
Doumka,P. I. Tchaikovsky (1840–1893),Piano,Public Domain,https://www.mutopiaproject.org/ftp/TchaikovskyPI/O59/dumka/dumka.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/TchaikovskyPI/O59/dumka/dumka.mid', 'path': 'DOUMKA.mid', 'checksum': 'a5bf50a196f25935446a1d1097a03f70', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 30",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.30/traditioner_af_swenska_folk_dansar.1.30.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.30/traditioner_af_swenska_folk_dansar.1.30.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_30.mid', 'checksum': '6cd52b03f1ac2544e0601e09e96b9df2', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 26",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.26/traditioner_af_swenska_folk_dansar.1.26.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.26/traditioner_af_swenska_folk_dansar.1.26.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_26.mid', 'checksum': '6626bd95c282fc92934a880cda3c0395', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 33",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.33/traditioner_af_swenska_folk_dansar.1.33.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.33/traditioner_af_swenska_folk_dansar.1.33.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_33.mid', 'checksum': '16e73c1106f51651021df4c83f916761', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 2nd part, nr 31",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.2.31/traditioner_af_swenska_folk_dansar.2.31.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.2.31/traditioner_af_swenska_folk_dansar.2.31.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_2ND_PART_NR_31.mid', 'checksum': 'd6bfec7c60512d524978d0a79f3f20a5', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 2nd part, nr 30",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.2.30/traditioner_af_swenska_folk_dansar.2.30.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.2.30/traditioner_af_swenska_folk_dansar.2.30.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_2ND_PART_NR_30.mid', 'checksum': 'ac3aba1898a34c9663fcc3414441aadc', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 34",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.34/traditioner_af_swenska_folk_dansar.1.34.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.34/traditioner_af_swenska_folk_dansar.1.34.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_34.mid', 'checksum': '19d5281c67b32653ae61fa4f7370231b', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 1st part, nr 31",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.31/traditioner_af_swenska_folk_dansar.1.31.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.1.31/traditioner_af_swenska_folk_dansar.1.31.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_1ST_PART_NR_31.mid', 'checksum': '84e35760962eff64ec12ac852263c585', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 1",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.1/traditioner_af_swenska_folk_dansar.3.1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.1/traditioner_af_swenska_folk_dansar.3.1.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_1.mid', 'checksum': 'eedbff911d9eea7f80a471aa02e29925', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 2nd part, nr 27",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.2.27/traditioner_af_swenska_folk_dansar.2.27.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.2.27/traditioner_af_swenska_folk_dansar.2.27.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_2ND_PART_NR_27.mid', 'checksum': '147fda4c1a31537617bd20e0ad752383', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 2nd part, nr 36",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.2.36/traditioner_af_swenska_folk_dansar.2.36.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.2.36/traditioner_af_swenska_folk_dansar.2.36.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_2ND_PART_NR_36.mid', 'checksum': '51532da8e11d4cdf7cc4a6162e05b2e1', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 2",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.2/traditioner_af_swenska_folk_dansar.3.2.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.2/traditioner_af_swenska_folk_dansar.3.2.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_2.mid', 'checksum': '6d59de8c276239ffcd39eff7f98d59ac', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 4",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.4/traditioner_af_swenska_folk_dansar.3.4.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.4/traditioner_af_swenska_folk_dansar.3.4.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_4.mid', 'checksum': 'a67daac27be5aa93e40fd783d2af823a', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 5",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.5/traditioner_af_swenska_folk_dansar.3.5.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.5/traditioner_af_swenska_folk_dansar.3.5.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_5.mid', 'checksum': 'bbf7999e81603945be337b931bbdab8b', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 7",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.7/traditioner_af_swenska_folk_dansar.3.7.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.7/traditioner_af_swenska_folk_dansar.3.7.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_7.mid', 'checksum': '8902443ff62bbad90ee78845ab94864a', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 9",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.9/traditioner_af_swenska_folk_dansar.3.9.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.9/traditioner_af_swenska_folk_dansar.3.9.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_9.mid', 'checksum': 'f5f0020f8cbceb8f547d90856f3d5978', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 12",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.12/traditioner_af_swenska_folk_dansar.3.12.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.12/traditioner_af_swenska_folk_dansar.3.12.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_12.mid', 'checksum': '0e8f88a95d55d526767c0c73a7f5f8d8', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 2nd part, nr 15",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.2.15/traditioner_af_swenska_folk_dansar.2.15.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.2.15/traditioner_af_swenska_folk_dansar.2.15.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_2ND_PART_NR_15.mid', 'checksum': '3fc04094274bdb3b76b34c43731e5e15', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 11",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.11/traditioner_af_swenska_folk_dansar.3.11.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.11/traditioner_af_swenska_folk_dansar.3.11.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_11.mid', 'checksum': 'c3a206c16aa02ad681d45870a1b5953a', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 6",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.6/traditioner_af_swenska_folk_dansar.3.6.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.6/traditioner_af_swenska_folk_dansar.3.6.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_6.mid', 'checksum': '7c60bca0a0da58558fc79f8afd4db36c', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 8",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.8/traditioner_af_swenska_folk_dansar.3.8.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.8/traditioner_af_swenska_folk_dansar.3.8.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_8.mid', 'checksum': 'd2826cb1715aec5cf6aedcb69d281f34', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 3",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.3/traditioner_af_swenska_folk_dansar.3.3.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.3/traditioner_af_swenska_folk_dansar.3.3.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_3.mid', 'checksum': 'a24a98c6fadcc5e1f0707687bdeee527', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 13",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.13/traditioner_af_swenska_folk_dansar.3.13.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.13/traditioner_af_swenska_folk_dansar.3.13.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_13.mid', 'checksum': 'e606e07b3cf85d068cc67d8dc88e67ea', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 14",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.14/traditioner_af_swenska_folk_dansar.3.14.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.14/traditioner_af_swenska_folk_dansar.3.14.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_14.mid', 'checksum': '3d81ea01ef7b86d2831be2b5af6f90e9', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 16",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.16/traditioner_af_swenska_folk_dansar.3.16.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.16/traditioner_af_swenska_folk_dansar.3.16.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_16.mid', 'checksum': 'b94826d358a9d6832c706984a0e9715e', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 18",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.18/traditioner_af_swenska_folk_dansar.3.18.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.18/traditioner_af_swenska_folk_dansar.3.18.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_18.mid', 'checksum': '7cf59126d1c8f11810ce2401fc7c6771', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 17",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.17/traditioner_af_swenska_folk_dansar.3.17.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.17/traditioner_af_swenska_folk_dansar.3.17.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_17.mid', 'checksum': 'd72de1c8b2b4981d0ae033c1b7241130', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 19",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.19/traditioner_af_swenska_folk_dansar.3.19.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.19/traditioner_af_swenska_folk_dansar.3.19.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_19.mid', 'checksum': '2d8fbe0e111bd45110cd0a657711d8f4', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 23",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.23/traditioner_af_swenska_folk_dansar.3.23.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.23/traditioner_af_swenska_folk_dansar.3.23.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_23.mid', 'checksum': '1077f4659dc3d3bccbf2c91c2acdb54b', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 22",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.22/traditioner_af_swenska_folk_dansar.3.22.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.22/traditioner_af_swenska_folk_dansar.3.22.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_22.mid', 'checksum': '3b57d4c27b223031941e856cdb6da385', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 21",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.21/traditioner_af_swenska_folk_dansar.3.21.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.21/traditioner_af_swenska_folk_dansar.3.21.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_21.mid', 'checksum': '415e89f17974b255a09f012b7a8e9a2c', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 15",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.15/traditioner_af_swenska_folk_dansar.3.15.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.15/traditioner_af_swenska_folk_dansar.3.15.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_15.mid', 'checksum': '6b778adc06afa23a7311b06b9c03caff', 'status': 'downloaded'}]"
The Water of Tyne,ditional,Voice and Piano,Public Domain,https://www.mutopiaproject.org/ftp/Traditional/wateroftyne/wateroftyne.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/wateroftyne/wateroftyne.mid', 'path': 'THE_WATER_OF_TYNE.mid', 'checksum': '01f9f86ff9fbbecb2e93ce915714da29', 'status': 'downloaded'}]"
"Lesson I, The Diatonic Scale",Nicola Vaccai (1790–1848),"Voice (Baritone), Piano",Public Domain,https://www.mutopiaproject.org/ftp/VaccaiN/LessonI/LessonI.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/VaccaiN/LessonI/LessonI.mid', 'path': 'LESSON_I_THE_DIATONIC_SCALE.mid', 'checksum': 'de5dd22a7b2028b8978ad86afe54a545', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 34",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.34/traditioner_af_swenska_folk_dansar.3.34.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.34/traditioner_af_swenska_folk_dansar.3.34.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_34.mid', 'checksum': 'ada0547d08bcf2bfb99c4bed74cd6827', 'status': 'downloaded'}]"
The St. Louis Rag,T. Turpin (1873–1922),Piano,Public Domain,https://www.mutopiaproject.org/ftp/TurpinT/turpin/turpin.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/TurpinT/turpin/turpin.mid', 'path': 'THE_ST_LOUIS_RAG.mid', 'checksum': '4db7a984968a98bd96f99a72a8f8499c', 'status': 'downloaded'}]"
"Traditioner af Swenska Folk-Dansar, 3rd part, nr 24",ditional,Piano,Creative Commons Attribution 2.5,https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.24/traditioner_af_swenska_folk_dansar.3.24.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/Traditional/traditioner_af_swenska_folk_dansar.3.24/traditioner_af_swenska_folk_dansar.3.24.mid', 'path': 'TRADITIONER_AF_SWENSKA_FOLKDANSAR_3RD_PART_NR_24.mid', 'checksum': 'd675c123d85f4c37040bb4ce803fa5a2', 'status': 'downloaded'}]"
La Traviata - N4 Streta dell'introduzione,G. Verdi (1813–1901),Piano,Public Domain,https://www.mutopiaproject.org/ftp/VerdiG/Traviata_04/Traviata_04.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/VerdiG/Traviata_04/Traviata_04.mid', 'path': 'LA_TRAVIATA__N4_STRETA_DELLINTRODUZIONE.mid', 'checksum': '9f28621f57eb84e0a267743f715983b4', 'status': 'downloaded'}]"
