name,author,instruments,domain,file_urls,files
Sinfonia 12,J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV798/bwv798/bwv798.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV798/bwv798/bwv798.mid', 'path': 'SINFONIA_12.mid', 'checksum': '64105af5cab5dd298a439a6dc5b918c2', 'status': 'downloaded'}]"
Sinfonia 14,J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV800/bwv800/bwv800.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV800/bwv800/bwv800.mid', 'path': 'SINFONIA_14.mid', 'checksum': '5aa295987b4da89015cf5d2c54eafe43', 'status': 'downloaded'}]"
English Suite II: Bourree II,J. S. Bach (1685–1750),"Harpsichord, Piano, Clavichord",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV807/bach-english-suite-2-bourree-2/bach-english-suite-2-bourree-2.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV807/bach-english-suite-2-bourree-2/bach-english-suite-2-bourree-2.mid', 'path': 'ENGLISH_SUITE_II_BOURREE_II.mid', 'checksum': 'e6bf1936fea08a5ccad0ba28cbd7ddb4', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Praeludium I",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV846/wtk1-prelude1/wtk1-prelude1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV846/wtk1-prelude1/wtk1-prelude1.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_PRAELUDIUM_I.mid', 'checksum': '7ed5e5c6592baa7072812248d626aab8', 'status': 'downloaded'}]"
Duetto II (from the Clavierübung Part III),J. S. Bach (1685–1750),"Harpsichord, Organ, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV803/duetto/duetto.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV803/duetto/duetto.mid', 'path': 'DUETTO_II_FROM_THE_CLAVIERBUNG_PART_III.mid', 'checksum': 'a4e5343803865c2513e6c9c195666d05', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Praeludium II",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV847/bwv847a/bwv847a.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV847/bwv847a/bwv847a.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_PRAELUDIUM_II.mid', 'checksum': 'f047adee0988bb2a3d8575e29ba401ce', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Fuga II",J. S. Bach (1685–1750),"Harpsichord, Piano",Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/BachJS/BWV847/fuga2/fuga2.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV847/fuga2/fuga2.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_FUGA_II.mid', 'checksum': '22a48d3b1fca61f682cbf4e744832b2e', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Praeludium V",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV850/bwv850a/bwv850a.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV850/bwv850a/bwv850a.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_PRAELUDIUM_V.mid', 'checksum': 'c84bc3e73aa532e38812f13f96d286c4', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Praeludium III",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV848/bwv848a/bwv848a.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV848/bwv848a/bwv848a.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_PRAELUDIUM_III.mid', 'checksum': 'f8b45a99c17c47c775e0a2cb95247cf1', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Fuga III",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV848/bwv848b/bwv848b.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV848/bwv848b/bwv848b.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_FUGA_III.mid', 'checksum': '63765169c520a3a47f0d7f8baaa4d242', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Fuga V",J. S. Bach (1685–1750),"Harpsichord, Piano",Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/BachJS/BWV850/bwv850b/bwv850b.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV850/bwv850b/bwv850b.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_FUGA_V.mid', 'checksum': '7cd9d7a49330846a147683e7c0d8afa9', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Fuga IV",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV849/bwv849b/bwv849b.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV849/bwv849b/bwv849b.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_FUGA_IV.mid', 'checksum': '49169efa579d641c910d49f2a02be58f', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Praeludium IV",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV849/bwv849a/bwv849a.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV849/bwv849a/bwv849a.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_PRAELUDIUM_IV.mid', 'checksum': '40f0e1b3d53637859fcbb92a317cb1e8', 'status': 'downloaded'}]"
English Suite II: Gigue,J. S. Bach (1685–1750),"Harpsichord, Piano, Clavichord",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV807/bach-english-suite-2-prelude/bach-english-suite-2-prelude.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV807/bach-english-suite-2-prelude/bach-english-suite-2-prelude.mid', 'path': 'ENGLISH_SUITE_II_GIGUE.mid', 'checksum': '53a52316f95e19665d08d20bc065e130', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Fuga I",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV846/wtk1-fugue1/wtk1-fugue1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV846/wtk1-fugue1/wtk1-fugue1.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_FUGA_I.mid', 'checksum': '9e7bb57f028ae90a325107e1635a5db9', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Praeludium VIII",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV853/bwv853a/bwv853a.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV853/bwv853a/bwv853a.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_PRAELUDIUM_VIII.mid', 'checksum': 'a0c4d90d02477aee10770718a44fe567', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Fuga VI",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV851/bwv851_fugue06/bwv851_fugue06.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV851/bwv851_fugue06/bwv851_fugue06.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_FUGA_VI.mid', 'checksum': 'a86c0119b0267e95cc1f6f85c5a536ea', 'status': 'downloaded'}]"
Praeludium IX,J. S. Bach (1685–1750),"Piano, Harpsichord",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV854/BWV854_Praeludium_IX_rh/BWV854_Praeludium_IX_rh.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV854/BWV854_Praeludium_IX_rh/BWV854_Praeludium_IX_rh.mid', 'path': 'PRAELUDIUM_IX.mid', 'checksum': 'ea04f0d7d3a828315a1537a00cebac2a', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Praeludium VI",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV851/bwv851a/bwv851a.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV851/bwv851a/bwv851a.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_PRAELUDIUM_VI.mid', 'checksum': 'abc8e435b56247df78ccd3af3bcc00d8', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Praeludium XI",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV856/BWV856_Praeludium11/BWV856_Praeludium11.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV856/BWV856_Praeludium11/BWV856_Praeludium11.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_PRAELUDIUM_XI.mid', 'checksum': '15f73573029ad630150b7de9fc13893f', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Fuga VIII",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV853/bwv853b/bwv853b.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV853/bwv853b/bwv853b.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_FUGA_VIII.mid', 'checksum': '187aa7c8cd9129af033953048fc656af', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Fuga XI",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV856/BWV856_Fugue11/BWV856_Fugue11.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV856/BWV856_Fugue11/BWV856_Fugue11.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_FUGA_XI.mid', 'checksum': '694e9240db23180d30b37c6b1ba3fab0', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Fuga X",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV855/bwv855b/bwv855b.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV855/bwv855b/bwv855b.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_FUGA_X.mid', 'checksum': '73045120d43fd8e3a389e59b39785a1b', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Praeludium XVI",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV861/BWV861_Praeludium16/BWV861_Praeludium16.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV861/BWV861_Praeludium16/BWV861_Praeludium16.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_PRAELUDIUM_XVI.mid', 'checksum': 'ec8205a23a54d71b84066d64d3924ae8', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Praeludium XV",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV860/BWV860_Praeludium15/BWV860_Praeludium15.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV860/BWV860_Praeludium15/BWV860_Praeludium15.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_PRAELUDIUM_XV.mid', 'checksum': 'f5cb037711dd5bf67aea794d61d43865', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Fuga XVII",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV862/bach-fugue17/bach-fugue17.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV862/bach-fugue17/bach-fugue17.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_FUGA_XVII.mid', 'checksum': 'f2d8c100e789cd19f416e2dfe8120f88', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Fuga XV",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV860/BWV860_Fuga15/BWV860_Fuga15.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV860/BWV860_Fuga15/BWV860_Fuga15.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_FUGA_XV.mid', 'checksum': '215673077e95efb29172a1e0b600dd9b', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Praeludium XVII",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV862/bach-prelude17/bach-prelude17.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV862/bach-prelude17/bach-prelude17.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_PRAELUDIUM_XVII.mid', 'checksum': '35fd534e98f9e55b4d3f391a82a83454', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Praeludium XII",J. S. Bach (1685–1750),"Harpsichord, Piano",Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/BachJS/BWV857/BWV857_Praeludium12/BWV857_Praeludium12.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV857/BWV857_Praeludium12/BWV857_Praeludium12.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_PRAELUDIUM_XII.mid', 'checksum': '265a26ca6b6c5ace8a20de15483d8d4f', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Praeludium XX",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV865/BWV865_Praeludium20/BWV865_Praeludium20.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV865/BWV865_Praeludium20/BWV865_Praeludium20.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_PRAELUDIUM_XX.mid', 'checksum': 'cc8590ac208d9cf3a0963d86fa196406', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Fuga XVI",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV861/BWV861_Fuga16/BWV861_Fuga16.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV861/BWV861_Fuga16/BWV861_Fuga16.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_FUGA_XVI.mid', 'checksum': 'f189e0eb4e56df265b8967909a562791', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Fuga XX",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV865/BWV865_Fuga20/BWV865_Fuga20.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV865/BWV865_Fuga20/BWV865_Fuga20.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_FUGA_XX.mid', 'checksum': '76aa7324f707af340bf53986e2f14eac', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Praeludium 24",J. S. Bach (1685–1750),"Harpsichord, Piano",Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/BachJS/BWV869/BWV869_Praeludium24/BWV869_Praeludium24.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV869/BWV869_Praeludium24/BWV869_Praeludium24.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_PRAELUDIUM_24.mid', 'checksum': '9f144783c105bf4ea334780c93c22f69', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier II, Fuga I",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV870/wtk2fuga1/wtk2fuga1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV870/wtk2fuga1/wtk2fuga1.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_II_FUGA_I.mid', 'checksum': '44d75e08fedad240bd37b14bbe2a94e6', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Fuga XII",J. S. Bach (1685–1750),"Harpsichord, Piano",Creative Commons Attribution-ShareAlike 4.0,https://www.mutopiaproject.org/ftp/BachJS/BWV857/BWV857_Fuga12/BWV857_Fuga12.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV857/BWV857_Fuga12/BWV857_Fuga12.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_FUGA_XII.mid', 'checksum': 'b6cff6d22e7051cacd7bde0d41eaa695', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier II, Fuga II",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV871/wtk2-fugue2/wtk2-fugue2.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV871/wtk2-fugue2/wtk2-fugue2.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_II_FUGA_II.mid', 'checksum': '51e162e6ebad259a781847508f0e5ea2', 'status': 'downloaded'}]"
Prelude,J. S. Bach (1685–1750),"Harpsichord, Piano",Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/BachJS/BWV924a/bach-prelude-bwv924a/bach-prelude-bwv924a.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV924a/bach-prelude-bwv924a/bach-prelude-bwv924a.mid', 'path': 'PRELUDE.mid', 'checksum': '98abb2fff7697d1f76568fbf51ef8fc5', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier II, Praeludium II",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV871/wtk2-prelude2/wtk2-prelude2.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV871/wtk2-prelude2/wtk2-prelude2.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_II_PRAELUDIUM_II.mid', 'checksum': '6bd3decc6ec947facb6d0467ec0815ce', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Praeludium X",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV855/bwv855a/bwv855a.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV855/bwv855a/bwv855a.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_PRAELUDIUM_X.mid', 'checksum': '5bb5e69896345379fd095c643abdd137', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier II, Praeludium VI",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV875/bwv875a/bwv875a.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV875/bwv875a/bwv875a.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_II_PRAELUDIUM_VI.mid', 'checksum': '414c3b5a98b03465ee82529ad42be677', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier II, Praeludium I",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV870/wtk2prelude1/wtk2prelude1.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV870/wtk2prelude1/wtk2prelude1.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_II_PRAELUDIUM_I.mid', 'checksum': '247bc0769e58676d9a53b6f9f0dae6f8', 'status': 'downloaded'}]"
Goldberg Variations - 15,J. S. Bach (1685–1750),"Harpsichord,Clavichord,Piano",Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v15/bwv-988-v15.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV988/bwv-988-v15/bwv-988-v15.mid', 'path': 'GOLDBERG_VARIATIONS__15.mid', 'checksum': 'a3e0aa9e1fe0d72d00ff4b06af9cbb70', 'status': 'downloaded'}]"
Praeludium 2,J. S. Bach (1685–1750),"Harpsichord, Piano, Clavichord",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV926/bach-praeludium-02/bach-praeludium-02.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV926/bach-praeludium-02/bach-praeludium-02.mid', 'path': 'PRAELUDIUM_2.mid', 'checksum': 'cabce7ff0ea084e9209cbf4f24830b93', 'status': 'downloaded'}]"
Applicatio,J. S. Bach (1685–1750),"Harpsichord, Piano, Clavichord",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV994/bach-applicatio/bach-applicatio.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV994/bach-applicatio/bach-applicatio.mid', 'path': 'APPLICATIO.mid', 'checksum': '57e99c8e7a2980187f23665fcf3a8ea7', 'status': 'downloaded'}]"
Fugue in C major,J. S. Bach (1685–1750),"Harpsichord, Piano, Clavichord",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV952/fugue-c-major/fugue-c-major.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV952/fugue-c-major/fugue-c-major.mid', 'path': 'FUGUE_IN_C_MAJOR.mid', 'checksum': '65c9e6ebbf906541e8813a1618cba1c3', 'status': 'downloaded'}]"
BWV 1006a - Loure,J. S. Bach (1685–1750),Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/BachJS/BWV1006a/bwv-1006a_2/bwv-1006a_2.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV1006a/bwv-1006a_2/bwv-1006a_2.mid', 'path': 'BWV_1006A__LOURE.mid', 'checksum': '332d15ca9014fef15732200af007a238', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier I, Fuga XXIV",J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV869/bwv869b/bwv869b.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV869/bwv869b/bwv869b.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_I_FUGA_XXIV.mid', 'checksum': '5f01a63e20b121a7235eaae741b4f764', 'status': 'downloaded'}]"
"Das Wohltemperierte Clavier II, Fuga IX",J. S. Bach (1685–1750),"Harpsichord, Piano",Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/BachJS/BWV878/f9/f9.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV878/f9/f9.mid', 'path': 'DAS_WOHLTEMPERIERTE_CLAVIER_II_FUGA_IX.mid', 'checksum': '3732303196b130eb14b6295472509cf2', 'status': 'downloaded'}]"
Petite Prélude No. 9,J. S. Bach (1685–1750),"Harpsichord, Piano",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV928/prelude_9/prelude_9.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV928/prelude_9/prelude_9.mid', 'path': 'PETITE_PRLUDE_NO_9.mid', 'checksum': 'ed9edd5728d8877dc56a530b9f9f9441', 'status': 'downloaded'}]"
Praeludium 10,J. S. Bach (1685–1750),"Harpsichord, Piano, Clavichord",Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWV928/bach-praeludium-10/bach-praeludium-10.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV928/bach-praeludium-10/bach-praeludium-10.mid', 'path': 'PRAELUDIUM_10.mid', 'checksum': 'f584a2b0f2f094f2c91704d41a9a8e22', 'status': 'downloaded'}]"
BWV 1006a - Gavotte en Rondeau,J. S. Bach (1685–1750),Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/BachJS/BWV1006a/bwv-1006a_3/bwv-1006a_3.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV1006a/bwv-1006a_3/bwv-1006a_3.mid', 'path': 'BWV_1006A__GAVOTTE_EN_RONDEAU.mid', 'checksum': '32fe939aa5239f58df7a40f34187df90', 'status': 'downloaded'}]"
BWV 1006a - Menuet I,J. S. Bach (1685–1750),Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/BachJS/BWV1006a/bwv-1006a_4/bwv-1006a_4.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV1006a/bwv-1006a_4/bwv-1006a_4.mid', 'path': 'BWV_1006A__MENUET_I.mid', 'checksum': '5148173c0e79ba4ab16fb7a6cae739ff', 'status': 'downloaded'}]"
BWV 1006a - Menuet II,J. S. Bach (1685–1750),Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/BachJS/BWV1006a/bwv-1006a_5/bwv-1006a_5.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV1006a/bwv-1006a_5/bwv-1006a_5.mid', 'path': 'BWV_1006A__MENUET_II.mid', 'checksum': '13c83e5f36fa7cec30e613d7896e159f', 'status': 'downloaded'}]"
BWV 1006a - Bourrée,J. S. Bach (1685–1750),Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/BachJS/BWV1006a/bwv-1006a_6/bwv-1006a_6.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV1006a/bwv-1006a_6/bwv-1006a_6.mid', 'path': 'BWV_1006A__BOURRE.mid', 'checksum': 'e9079418cf3bb0fc67338fc8b6e267d9', 'status': 'downloaded'}]"
BWV 1006a - Gigue,J. S. Bach (1685–1750),Piano,Creative Commons Attribution-ShareAlike 3.0,https://www.mutopiaproject.org/ftp/BachJS/BWV1006a/bwv-1006a_7/bwv-1006a_7.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV1006a/bwv-1006a_7/bwv-1006a_7.mid', 'path': 'BWV_1006A__GIGUE.mid', 'checksum': 'c682ec912252dc8cd3f1af1f8c1fef49', 'status': 'downloaded'}]"
Arioso,J. S. Bach (1685–1750),"Cello, Piano",Creative Commons Attribution 3.0,https://www.mutopiaproject.org/ftp/BachJS/BWV1056/arioso/arioso.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWV1056/arioso/arioso.mid', 'path': 'ARIOSO.mid', 'checksum': 'e9d72936caf6e97d6e064d093ae1758b', 'status': 'downloaded'}]"
Polonaise in F major,J. S. Bach (1685–1750),Piano,Public Domain,https://www.mutopiaproject.org/ftp/BachJS/BWVAnh117b/BWV-117b/BWV-117b.mid,"[{'url': 'https://www.mutopiaproject.org/ftp/BachJS/BWVAnh117b/BWV-117b/BWV-117b.mid', 'path': 'POLONAISE_IN_F_MAJOR.mid', 'checksum': '26d541f6cd18679100be4f0f4fdf50d3', 'status': 'uptodate'}]"
